source,name,price,revenue,profit,multiple,description,url,price_numeric,revenue_numeric,profit_numeric,revenue_multiple,profit_multiple,is_amazon_fba
BizBuySell,"eCommerce Amazon FBA Brand | Apparel & Accessories | 16% MarginsTampa, FL WebsiteClosersÂ® presents an Amazon eCommerce Marketing Specialist, experts ","$250,000","$2,022","$500,004",123.64x,"All LocationsIndustries Listing Types Price Range More Filters (1) Filters ClearSave SearchSaveAmazon Stores (FBA & FBM) For SaleShowing 152 results sorted by SortfeaturedSave SearchAuto Part Company W/Full Websites, Ebay, Amazon, Walmart.com StoresBoulder County, CO Established eCommerce/small warehouse/contract manufacturing business with multiple successful products and stores. Extremely scalab",https://www.bizbuysell.com/business-opportunity/ecommerce-amazon-fba-brand-apparel-and-accessories-16-margins/2376722/,250000.0,2022.0,500004.0,123.63996043521266,0.4999960000319997,True
BizBuySell,"SBA Pre-Qualified: Amazon FBA Health and Wellness Supplement CompanyTexas Founded in 2016, this company has established itself as a trusted brand in t","$250,000","$2,022","$500,004",123.64x,"All LocationsIndustries Listing Types Price Range More Filters (1) Filters ClearSave SearchSaveAmazon Stores (FBA & FBM) For SaleShowing 152 results sorted by SortfeaturedSave SearchAuto Part Company W/Full Websites, Ebay, Amazon, Walmart.com StoresBoulder County, CO Established eCommerce/small warehouse/contract manufacturing business with multiple successful products and stores. Extremely scalab",https://www.bizbuysell.com/business-opportunity/sba-pre-qualified-amazon-fba-health-and-wellness-supplement-company/2261948/,250000.0,2022.0,500004.0,123.63996043521266,0.4999960000319997,True
BizBuySell,"Profitable Ecommerce Tools & Software BusinessesWenatchee, WA Business Overview Seize this unique opportunity to acquire two synergistic online busine","$250,000","$2,022","$500,004",123.64x,"All LocationsIndustries Listing Types Price Range More Filters (1) Filters ClearSave SearchSaveAmazon Stores (FBA & FBM) For SaleShowing 152 results sorted by SortfeaturedSave SearchAuto Part Company W/Full Websites, Ebay, Amazon, Walmart.com StoresBoulder County, CO Established eCommerce/small warehouse/contract manufacturing business with multiple successful products and stores. Extremely scalab",https://www.bizbuysell.com/business-opportunity/profitable-ecommerce-tools-and-software-businesses/2243342/,250000.0,2022.0,500004.0,123.63996043521266,0.4999960000319997,True
BizBuySell,"Amazon FBA Sports Accessories Business with High AOVDallas County, TX Business Overview This 8 year old business is a cutting-edge sports accessory bu","$250,000","$2,022","$500,004",123.64x,"All LocationsIndustries Listing Types Price Range More Filters (1) Filters ClearSave SearchSaveAmazon Stores (FBA & FBM) For SaleShowing 152 results sorted by SortfeaturedSave SearchAuto Part Company W/Full Websites, Ebay, Amazon, Walmart.com StoresBoulder County, CO Established eCommerce/small warehouse/contract manufacturing business with multiple successful products and stores. Extremely scalab",https://www.bizbuysell.com/business-opportunity/amazon-fba-sports-accessories-business-with-high-aov/2361894/,250000.0,2022.0,500004.0,123.63996043521266,0.4999960000319997,True
BizBuySell,"FBA Popular Socks and Shoe BrandsBernalillo County, NM With its impressive growth trajectory and steadily increasing cash flow, this opportunity is a ","$250,000","$2,022","$500,004",123.64x,"All LocationsIndustries Listing Types Price Range More Filters (1) Filters ClearSave SearchSaveAmazon Stores (FBA & FBM) For SaleShowing 152 results sorted by SortfeaturedSave SearchAuto Part Company W/Full Websites, Ebay, Amazon, Walmart.com StoresBoulder County, CO Established eCommerce/small warehouse/contract manufacturing business with multiple successful products and stores. Extremely scalab",https://www.bizbuysell.com/business-opportunity/fba-popular-socks-and-shoe-brands/2333748/,250000.0,2022.0,500004.0,123.63996043521266,0.4999960000319997,True
BizBuySell,"FDA-Approved Food Manufacturing Business for Sale with Amazon SalesLos Angeles County, CA Are you looking to acquire an FDA-approved food manufacturin","$250,000","$2,022","$500,004",123.64x,"All LocationsIndustries Listing Types Price Range More Filters (1) Filters ClearSave SearchSaveAmazon Stores (FBA & FBM) For SaleShowing 152 results sorted by SortfeaturedSave SearchAuto Part Company W/Full Websites, Ebay, Amazon, Walmart.com StoresBoulder County, CO Established eCommerce/small warehouse/contract manufacturing business with multiple successful products and stores. Extremely scalab",https://www.bizbuysell.com/business-opportunity/fda-approved-food-manufacturing-business-for-sale-with-amazon-sales/2374099/,250000.0,2022.0,500004.0,123.63996043521266,0.4999960000319997,True
BizBuySell,Scalable Sports Nutrition Brand â Established E-Commerce & WholesaleThriving Supplement Brand Serving Fitness Professionals & E-Commerce Consumers N,"$250,000","$2,022","$500,004",123.64x,"All LocationsIndustries Listing Types Price Range More Filters (1) Filters ClearSave SearchSaveAmazon Stores (FBA & FBM) For SaleShowing 152 results sorted by SortfeaturedSave SearchAuto Part Company W/Full Websites, Ebay, Amazon, Walmart.com StoresBoulder County, CO Established eCommerce/small warehouse/contract manufacturing business with multiple successful products and stores. Extremely scalab",https://www.bizbuysell.com/business-opportunity/scalable-sports-nutrition-brand-established-e-commerce-and-wholesale/2351212/,250000.0,2022.0,500004.0,123.63996043521266,0.4999960000319997,True
BizBuySell,"Amazon FBA eCom Brand | Unique Travel Products | #1 Best Seller TagsTampa, FL WebsiteClosersÂ® presents an Amazon-based eCommerce Lifestyle & Travel-f","$250,000","$2,022","$500,004",123.64x,"All LocationsIndustries Listing Types Price Range More Filters (1) Filters ClearSave SearchSaveAmazon Stores (FBA & FBM) For SaleShowing 152 results sorted by SortfeaturedSave SearchAuto Part Company W/Full Websites, Ebay, Amazon, Walmart.com StoresBoulder County, CO Established eCommerce/small warehouse/contract manufacturing business with multiple successful products and stores. Extremely scalab",https://www.bizbuysell.com/business-opportunity/amazon-fba-ecom-brand-unique-travel-products-1-best-seller-tags/2371063/,250000.0,2022.0,500004.0,123.63996043521266,0.4999960000319997,True
BizBuySell,"Amazon FBA eCommerce Business (2 Brands) | Aftermarket Auto Lighting |Tampa, FL WebsiteClosersÂ® presents two high-growth Amazon-based eCommerce busin","$250,000","$2,022","$500,004",123.64x,"All LocationsIndustries Listing Types Price Range More Filters (1) Filters ClearSave SearchSaveAmazon Stores (FBA & FBM) For SaleShowing 152 results sorted by SortfeaturedSave SearchAuto Part Company W/Full Websites, Ebay, Amazon, Walmart.com StoresBoulder County, CO Established eCommerce/small warehouse/contract manufacturing business with multiple successful products and stores. Extremely scalab",https://www.bizbuysell.com/business-opportunity/amazon-fba-ecommerce-business-2-brands-aftermarket-auto-lighting/2370982/,250000.0,2022.0,500004.0,123.63996043521266,0.4999960000319997,True
BizBuySell,"Mushroom Supplements, holistic healingBrooklyn, NY This is a ready-to-go eCommerce business in the booming health & wellness industry, selling premium","$250,000","$2,022","$500,004",123.64x,"All LocationsIndustries Listing Types Price Range More Filters (1) Filters ClearSave SearchSaveAmazon Stores (FBA & FBM) For SaleShowing 152 results sorted by SortfeaturedSave SearchAuto Part Company W/Full Websites, Ebay, Amazon, Walmart.com StoresBoulder County, CO Established eCommerce/small warehouse/contract manufacturing business with multiple successful products and stores. Extremely scalab",https://www.bizbuysell.com/business-opportunity/mushroom-supplements-holistic-healing/2344730/,250000.0,2022.0,500004.0,123.63996043521266,0.4999960000319997,True
BizBuySell,"High-Margin Cosmetics Brand with Scalable Infrastructure | $219K SDESan Antonio, TX This is a rare opportunity to acquire a premium cosmetics brand se","$250,000","$2,022","$500,004",123.64x,"All LocationsIndustries Listing Types Price Range More Filters (1) Filters ClearSave SearchSaveAmazon Stores (FBA & FBM) For SaleShowing 152 results sorted by SortfeaturedSave SearchAuto Part Company W/Full Websites, Ebay, Amazon, Walmart.com StoresBoulder County, CO Established eCommerce/small warehouse/contract manufacturing business with multiple successful products and stores. Extremely scalab",https://www.bizbuysell.com/business-opportunity/high-margin-cosmetics-brand-with-scalable-infrastructure-219k-sde/2370499/,250000.0,2022.0,500004.0,123.63996043521266,0.4999960000319997,True
BizBuySell,"Ecommerce Brand Selling Physical Therapy ToolsArizona Founded in 2015 by a chiropractor, this health and wellness brand has grown into a highly respec","$250,000","$2,022","$500,004",123.64x,"All LocationsIndustries Listing Types Price Range More Filters (1) Filters ClearSave SearchSaveAmazon Stores (FBA & FBM) For SaleShowing 152 results sorted by SortfeaturedSave SearchAuto Part Company W/Full Websites, Ebay, Amazon, Walmart.com StoresBoulder County, CO Established eCommerce/small warehouse/contract manufacturing business with multiple successful products and stores. Extremely scalab",https://www.bizbuysell.com/business-opportunity/ecommerce-brand-selling-physical-therapy-tools/2278788/,250000.0,2022.0,500004.0,123.63996043521266,0.4999960000319997,True
BizBuySell,"Amazon FBA eCommerce Brand | Exclusive Designer-Inspired Bags & TotesTampa, FL WebsiteClosersÂ® presents an Amazon FBA eCommerce Brand focused on Wome","$250,000","$2,022","$500,004",123.64x,"All LocationsIndustries Listing Types Price Range More Filters (1) Filters ClearSave SearchSaveAmazon Stores (FBA & FBM) For SaleShowing 152 results sorted by SortfeaturedSave SearchAuto Part Company W/Full Websites, Ebay, Amazon, Walmart.com StoresBoulder County, CO Established eCommerce/small warehouse/contract manufacturing business with multiple successful products and stores. Extremely scalab",https://www.bizbuysell.com/business-opportunity/amazon-fba-ecommerce-brand-exclusive-designer-inspired-bags-and-totes/2369583/,250000.0,2022.0,500004.0,123.63996043521266,0.4999960000319997,True
BizBuySell,"12 Year eCommerce Brand | Diamond Polishing Compounds & ToolsTampa, FL WebsiteClosersÂ® presents a thriving eCommerce brand specializing in Diamond Po","$250,000","$2,022","$500,004",123.64x,"All LocationsIndustries Listing Types Price Range More Filters (1) Filters ClearSave SearchSaveAmazon Stores (FBA & FBM) For SaleShowing 152 results sorted by SortfeaturedSave SearchAuto Part Company W/Full Websites, Ebay, Amazon, Walmart.com StoresBoulder County, CO Established eCommerce/small warehouse/contract manufacturing business with multiple successful products and stores. Extremely scalab",https://www.bizbuysell.com/business-opportunity/12-year-ecommerce-brand-diamond-polishing-compounds-and-tools/2367037/,250000.0,2022.0,500004.0,123.63996043521266,0.4999960000319997,True
BizBuySell,"High-Growth Amazon FBA eCommerce Brand | Smartphone Screen ProtectorsTampa, FL WebsiteClosersÂ® presents a DTC eCommerce company that specializes in h","$250,000","$2,022","$500,004",123.64x,"All LocationsIndustries Listing Types Price Range More Filters (1) Filters ClearSave SearchSaveAmazon Stores (FBA & FBM) For SaleShowing 152 results sorted by SortfeaturedSave SearchAuto Part Company W/Full Websites, Ebay, Amazon, Walmart.com StoresBoulder County, CO Established eCommerce/small warehouse/contract manufacturing business with multiple successful products and stores. Extremely scalab",https://www.bizbuysell.com/business-opportunity/high-growth-amazon-fba-ecommerce-brand-smartphone-screen-protectors/2366991/,250000.0,2022.0,500004.0,123.63996043521266,0.4999960000319997,True
Bizquest,Keys to Las Vegas Casino Hotels,"$10,000,000",,"$2,400,000",4.17x (P/E),"Save $10,000,000 Cash Flow: $2,400,000Keys to Las Vegas Casino HotelsLas Vegas, NVProfitable HVAC Service Company for SALE$10,000,000 Cash Flow: $2,400,000Contact",https://www.bizquest.com/businesses-for-sale-in-las-vegas-nv/,10000000.0,,2400000.0,,4.166666666666667,False
Bizquest,Vertically Integrated CPG Innovation Engine | $30M IP | Retail + eCom,"$10,000,000",,"$1,907,819",5.24x (P/E),OmniChannel Sales Model | Full Team in Place | Highly Scalable,https://www.bizquest.com/businesses-for-sale-in-tampa-fl/,10000000.0,,1907819.0,,5.241587383289505,False
Bizquest,PENDING Semi-Absentee East Valley Behavioral Homes,"$5,500,000",,"$1,000,000",5.5x (P/E),"Save $5,500,000 Cash Flow: $1,000,000PENDING Semi-Absentee East Valley Behavioral HomesMaricopa County, AZExcellent Profit Margins$5,500,000 Cash Flow: $1,000,000Contact",https://www.bizquest.com/businesses-for-sale-in-maricopa-county-az/,5500000.0,,1000000.0,,5.5,False
Bizquest,Exclusive Sports Merchandise Wholesaler Business,"$4,554,000",,"$518,000",8.79x (P/E),"Save $4,554,000 Cash Flow: $518,000Exclusive Sports Merchandise Wholesaler BusinessOrlando, FLHigh-Margin Sports Wholesale Biz | NFL LicensedFinancing Available$4,554,000 Cash Flow: $518,000Contact",https://www.bizquest.com/businesses-for-sale-in-orlando-fl/,4554000.0,,518000.0,,8.791505791505791,False
Bizquest,Timeless Jewelry Brand for Kids,"$4,450,000",,,,"Save $4,450,000 Timeless Jewelry Brand for KidsUtah20 years of diversified sales ready for new owner$4,450,000 Contact",https://www.bizquest.com/businesses-for-sale-in-utah-ut/,4450000.0,,,,,False
Bizquest,Commercial Towing & Recovery,"$3,700,000",,"$473,268",7.82x (P/E),"Save $3,700,000 Cash Flow: $473,268Commercial Towing & RecoveryArkansasKey Location servicing several states!Financing Available$3,700,000 Cash Flow: $473,268Contact",https://www.bizquest.com/businesses-for-sale-in-arkansas-ar/,3700000.0,,473268.0,,7.817980509985885,False
Bizquest,Two branded gas station,"$3,650,000",,,,"Save $3,650,000 Two branded gas stationMcHenry County, ILTwo branded gas station with gaming$3,650,000 Contact",https://www.bizquest.com/businesses-for-sale-in-mchenry-county-il/,3650000.0,,,,,False
Bizquest,39 FedEx P&D Routes -Southern Central United States,"$3,300,000",,"$89,361,839",0.04x (P/E),Deliver profits to your doorstep with this lucrative operation!,https://www.bizquest.com/businesses-for-sale-in-texas-tx/,3300000.0,,89361839.0,,0.0369285148663961,False
Bizquest,Well Established Winery with a Strong Brand,"$2,840,000",,,,"Save $2,840,000 Well Established Winery with a Strong BrandGuyton, GASavannah Georgiaâs Local Winery$2,840,000 Contact",https://www.bizquest.com/businesses-for-sale-in-guyton-ga/,2840000.0,,,,,False
Bizquest,Top Rooftop Tent Brand | $3.6M Revenue | Vehicle Service Division,"$2,600,000",,"$160,000",16.25x (P/E),"Save $2,600,000 Cash Flow: $160,000Top Rooftop Tent Brand | $3.6M Revenue | Vehicle Service DivisionColoradoOpportunity to move manufacturing to America$2,600,000 Cash Flow: $160,000Contact",https://www.bizquest.com/businesses-for-sale-in-colorado-co/,2600000.0,,160000.0,,16.25,False
Bizquest,Health & Beauty Manufacturer -US & Canadian Retail Chain Distribution,"$2,500,000",,,,Instant footprint in most major retail chains in the US & Canada!,https://www.bizquest.com/businesses-for-sale-in-boca-raton-fl/,2500000.0,,,,,False
Bizquest,High-Volume Coastal Restaurant with ABC Type 47 License,"$2,395,000",,"$670,000",3.57x (P/E),"Save $2,395,000 Cash Flow: $670,000High-Volume Coastal Restaurant with ABC Type 47 LicenseMonterey County, CAWell-established restaurant in a great location.$2,395,000 Cash Flow: $670,000Contact",https://www.bizquest.com/businesses-for-sale-in-monterey-county-ca/,2395000.0,,670000.0,,3.574626865671642,False
Bizquest,10-Yr-Old Content & Software Business Focused on Magic: The Gathering,"$2,325,000",,"$69,254,910",0.03x (P/E),"Save $2,325,000 Cash Flow: $692,54910-Yr-Old Content & Software Business Focused on Magic: The GatheringCaliforniaLow Workload | Steady Growth$2,325,000 Cash Flow: $692,549Contact",https://www.bizquest.com/businesses-for-sale-in-california-ca/,2325000.0,,69254910.0,,0.0335716269070308,False
Bizquest,Established Industrial Services Business- Fully Staffed w/ GM,"$2,295,000",,"$427,243",5.37x (P/E),"Excellent YTD Financials, well positioned for continued growth!",https://www.bizquest.com/businesses-for-sale-in-los-angeles-county-ca/,2295000.0,,427243.0,,5.3716503254588135,False
Bizquest,Turnkey Established Commercial  Construction Company - A+ Opportunity!,"$2,190,000",,,,Opportunity knocks for Commercial Contractors & Savvy Entrpreneurs,https://www.bizquest.com/businesses-for-sale-in-worcester-county-ma/,2190000.0,,,,,False
Bizquest,Highly Profitable Event Center,"$1,850,000",,"$284,965",6.49x (P/E),"Save $1,850,000 Cash Flow: $284,965Highly Profitable Event CenterBaton Rouge, LAWeddings, Corporate, Business, Personal EventsIncludes Real Estate$1,850,000 Cash Flow: $284,965Contact",https://www.bizquest.com/businesses-for-sale-in-baton-rouge-la/,1850000.0,,284965.0,,6.492025336444827,False
Bizquest,Multi-Unit Sandwich Franchise Portfolio in Aroostook County,"$1,600,000",,"$382,162",4.19x (P/E),"Save $1,600,000 Cash Flow: $382,162Multi-Unit Sandwich Franchise Portfolio in Aroostook CountyPresque Isle, MEHigh Traffic Group of Five Shops!$1,600,000 Cash Flow: $382,162Contact",https://www.bizquest.com/businesses-for-sale-in-presque-isle-me/,1600000.0,,382162.0,,4.186706161261455,False
Bizquest,Profitable International Running Gear Wholesaler (No Tariff Impact),"$1,600,000",,"$411,000",3.89x (P/E),Wholesaler has no tariff impact due to customers being international,https://www.bizquest.com/businesses-for-sale-in-miami-dade-county-fl/,1600000.0,,411000.0,,3.892944038929441,False
Bizquest,5 Star Auto Collision Shop!!!,"$1,500,000",,,,"Save $1,500,000 5 Star Auto Collision Shop!!!Fort Worth, TXGreat business, established 1970Includes Real Estate$1,500,000 Contact",https://www.bizquest.com/businesses-for-sale-in-fort-worth-tx/,1500000.0,,,,,False
Bizquest,2-Year-Old Drop-Shipping Fashion Brand | Evergreen Catalog,"$1,500,000",,"$7,028,012",0.21x (P/E),"Save $1,500,000 Cash Flow: $702,8012-Year-Old Drop-Shipping Fashion Brand | Evergreen CatalogNew York$8 Million in Revenue | Very Low Multiple$1,500,000 Cash Flow: $702,801Contact",https://www.bizquest.com/businesses-for-sale-in-new-york-ny/,1500000.0,,7028012.0,,0.2134316219152727,False
Bizquest,Growing Shopify Health and Wellness Coffee Alternative Consumable CPG,"$1,350,000","$1,350,000","$426,262",1.0x,$77 Average Order Value | $20K+ Monthly Recurring Revenue,https://www.bizquest.com/businesses-for-sale-in-wyoming-wy/,1350000.0,1350000.0,426262.0,1.0,3.1670662644101517,False
Bizquest,Turnkey Specialty Food Distribution Business,"$1,319,000",,"$277,572",4.75x (P/E),"Save $1,319,000 Cash Flow: $277,572Turnkey Specialty Food Distribution BusinessHawaii County, HIExclusive Hispanic & Latin American Product LineFinancing Available$1,319,000 Cash Flow: $277,572Contact",https://www.bizquest.com/businesses-for-sale-in-hawaii-county-hi/,1319000.0,,277572.0,,4.751920222500829,False
Bizquest,Nature Coast Iconic Bar and Grill,"$1,300,000",,,,"Save $1,300,000 Nature Coast Iconic Bar and GrillCrystal River, FLFull liquor Bar & Grill$1,300,000 Contact",https://www.bizquest.com/businesses-for-sale-in-crystal-river-fl/,1300000.0,,,,,False
Bizquest,Amazon Linehaul & Brokers Freight â Passive Trucking Investment,"$1,300,000",,"$495,000",2.63x (P/E),"Save $1,300,000 Cash Flow: $495,000Amazon Linehaul & Brokers Freight â Passive Trucking InvestmentAllentown, PAOwn 10+ Trucks | Weekly Payouts | Limited OfferFinancing Available$1,300,000 Cash Flow: $495,000Contact",https://www.bizquest.com/businesses-for-sale-in-allentown-pa/,1300000.0,,495000.0,,2.6262626262626263,False
Bizquest,Fully operational commercial flooring company,"$1,200,000",,"$230,000",5.22x (P/E),"Strong brand reputation, customer loyalty, future contracts in place",https://www.bizquest.com/businesses-for-sale-in-orange-county-fl/,1200000.0,,230000.0,,5.217391304347826,False
Bizquest,3 Profitable Multi-Unit Franchise Opportunity in Prime Florida Markets,"$1,200,000",,"$3,000,003",0.4x (P/E),"Save $1,200,000 Cash Flow: $300,0003 Profitable Multi-Unit Franchise Opportunity in Prime Florida MarketsBroward County, FLSouth Florida (Price is for 3 locations)$1,200,000 Cash Flow: $300,000Contact",https://www.bizquest.com/businesses-for-sale-in-broward-county-fl/,1200000.0,,3000003.0,,0.3999996000004,False
Bizquest,Turnkey Coffee Shop on UNT Campus,"$999,000",,"$230,000",4.34x (P/E),"Save $999,000 Cash Flow: $230,000Turnkey Coffee Shop on UNT CampusDenton, TXInvest in a Thriving Campus Gem!$999,000 Cash Flow: $230,000Contact",https://www.bizquest.com/businesses-for-sale-in-denton-tx/,999000.0,,230000.0,,4.343478260869565,False
Bizquest,Full-Service E-Commerce Prep Center 3PL - 8+ Years in Business,"$975,000",,"$257,000",3.79x (P/E),"Fully Equipped with Racking,Forklifts,Pallet Wrapper,Shrink Wrappers",https://www.bizquest.com/businesses-for-sale-in-williamson-county-il/,975000.0,,257000.0,,3.793774319066148,False
Bizquest,Profitable Skin Care Wholesale Distribution,"$950,000",,"$221,195",4.29x (P/E),"Save $950,000 Cash Flow: $221,195Profitable Skin Care Wholesale DistributionTavernier, FLPrime, Well known & successful Florida Keys BrandFinancing Available$950,000 Cash Flow: $221,195Contact",https://www.bizquest.com/businesses-for-sale-in-tavernier-fl/,950000.0,,221195.0,,4.294852957797419,False
Bizquest,18 FedEx P&D Routes- Eastern Missouri 2.0 Express Integrated,"$899,000",,"$26,443,018",0.03x (P/E),"Save $899,000 Cash Flow: $264,43018 FedEx P&D Routes- Eastern Missouri 2.0 Express IntegratedMissouri18 P&D routes - Eastern MissouriFinancing Available$899,000 Cash Flow: $264,430Contact",https://www.bizquest.com/businesses-for-sale-in-missouri-mo/,899000.0,,26443018.0,,0.0339976321916053,False
