source,name,price,revenue,profit,description,url,multiple
BizQuest,First Choice Business Brokers,,,,"$75,000",https://www.bizquest.com/franchise-for-sale/business-services-franchises/,
BizQuest,Asphalt Services Business - Outstanding 30 Year Reputation,,,"$1,200,000","$6,000,000",https://www.bizquest.com/businesses-for-sale-in-springfield-ma/,
BizQuest,Grave Stone Sales &  Engraving company in Maine.,,,"$200,360","$551,000",https://www.bizquest.com/businesses-for-sale-in-portland-me/,
BizQuest,Plumbing & Heating Company in Maine-Well Established,,,"$303,646","$903,000",https://www.bizquest.com/businesses-for-sale-in-augusta-me/,
BizQuest,Growing Commercial Cleaning Company,,,"$220,000","$800,000",https://www.bizquest.com/businesses-for-sale-in-franklin-county-oh/,
BizQuest,Profitable Commercial Cleaning & Supply Business For Sale,,,,"$1,850,000",https://www.bizquest.com/businesses-for-sale-in-kent-county-ri/,
BizQuest,Established Plumbing and Drain Service Franchise,,,"$236,000","$400,000",https://www.bizquest.com/businesses-for-sale-in-jefferson-county-oh/,
BizQuest,Exceptional Profitable Pool Supply Store!!,,,"$100,009","$350,000",https://www.bizquest.com/businesses-for-sale-in-boynton-beach-fl/,
BizQuest,Mobile Crane and Lift Service with Strong Management Team,,,"$894,000","$5,000,000",https://www.bizquest.com/businesses-for-sale-in-utah-county-ut/,
BizQuest,27 P&D Routes- Central and Southwest Montana,,,"$725,62727","$2,599,000",https://www.bizquest.com/businesses-for-sale-in-montana-mt/,
BizQuest,REDUCED!! Recession proof pool route in Hemet,,,"$72,726","$40,000",https://www.bizquest.com/businesses-for-sale-in-hemet-ca/,
QuietLight,Electrolyte Brand | US-Based Manufacturing | 65% YoY Growth | 20k Subs | $17.4M Revenue | $2.56M SDE,"$20,299,000","$17,442,054",,"Electrolyte Brand | US-Based Manufacturing | 65% YoY Growth | 20k Subs | $17.4M Revenue | $2.56M SDE

						Accepting Offers		

Revenue: $17,442,054
Income: $2,566,134







Amazon FBA



Crown Jewel Amazon FBA Asset | $3.3M TTM SDE | 146% YOY Growth + Significant Potential Growth Opps

Asking Price
						$20,299,000		

Revenue: $16,973,677
Income: $3,340,187







Amazon FBA



Inc 500 Nutritional Supplements Ecommerce Business – 134% YoY Growth

Asking Price
						$20,000,000		

Revenue:",https://quietlight.com/listings/16065383/,
QuietLight,"Fast Growing Health Supplement Amazon FBA Business w/ 15,000+ Subscriptions & 32% Net Margins",,"$4,069,217",,"Fast Growing Health Supplement Amazon FBA Business w/ 15,000+ Subscriptions & 32% Net Margins

						$8,000,000		

Revenue: $4,069,217
Income: $1,332,198







Amazon FBA",https://quietlight.com/listings/15830388/,
QuietLight,SBA Pre-Qualified Amazon FBA Health Supplement Company | 15K+ Amazon Subscribers | US Manufacturing,,"$4,726,088",,"SBA Pre-Qualified Amazon FBA Health Supplement Company | 15K+ Amazon Subscribers | US Manufacturing

						$4,000,000		

Revenue: $4,726,088
Income: $1,125,198







Amazon FBA",https://quietlight.com/listings/13938228/,
QuietLight,Gaming Furniture Business | 56% YoY Growth | 10 Hrs/Week Operation | Multi-Country Revenue,,"$925,000",,"Gaming Furniture Business | 56% YoY Growth | 10 Hrs/Week Operation | Multi-Country Revenue

						$925,000		

Revenue: $799,002
Income: $276,460







Amazon FBA",https://quietlight.com/listings/13369216/,
QuietLight,7 Year Old Ladies Bag Amazon FBA UK Business w/USA Expansion Opportunity & Zero Advertising,,"$1,578,995",,"7 Year Old Ladies Bag Amazon FBA UK Business w/USA Expansion Opportunity & Zero Advertising

						$645,000		

Revenue: $1,578,995
Income: $214,955







Amazon FBA",https://quietlight.com/listings/16702772/,
QuietLight,8 Year Old – Women’s Swim and Apparel Brand | FBA + Shopify | $171k SDE,,"$1,372,142",,"Under Offer

8 Year Old – Women’s Swim and Apparel Brand | FBA + Shopify | $171k SDE

						$530,000		

Revenue: $1,372,142
Income: $171,144







Amazon FBA",https://quietlight.com/listings/9010087/,
QuietLight,11 Year Old Niche Hardware Amazon FBA Business w/Low SKU Count | 40% Net Margins | Amazing Reviews,,"$255,156",,"11 Year Old Niche Hardware Amazon FBA Business w/Low SKU Count | 40% Net Margins | Amazing Reviews

						$405,000		

Revenue: $255,156
Income: $103,723







Amazon FBA",https://quietlight.com/listings/17337235/,
QuietLight,Simple Amazon FBA Accounting Ledger Books Business w/23% Margins | 3.92x ROAS | Low Workload,,"$250,192",,"Simple Amazon FBA Accounting Ledger Books Business w/23% Margins | 3.92x ROAS | Low Workload

						$200,000		

Revenue: $250,192
Income: $57,088







Amazon FBA",https://quietlight.com/listings/16921449/,
QuietLight,Stable Amazon FBA Business in Seniors Niche | 85% Gross Profit Margin | Simple Operations,,"$174,526",,"Stable Amazon FBA Business in Seniors Niche | 85% Gross Profit Margin | Simple Operations

						$140,000		

Revenue: $174,526
Income: $52,032







Amazon FBA",https://quietlight.com/listings/16944105/,
QuietLight,EU-Based Amazon FBA Gardening Business | 1.9x Multiple | Low Workload | VAT Management in Place,,"$260,708",,"EU-Based Amazon FBA Gardening Business | 1.9x Multiple | Low Workload | VAT Management in Place

						$94,500		

Revenue: $260,708
Income: $49,766







Amazon FBA",https://quietlight.com/listings/16051221/,
QuietLight,Distressed $28M Global Footwear Platform | Strategic Liquidation | 21 Channels | Recovery Ready,"$26,000,000","$28,493,004",,"Distressed $28M Global Footwear Platform | Strategic Liquidation | 21 Channels | Recovery Ready

						Accepting Offers		

Revenue: $28,493,004
Income: $-1,500,356







Ecommerce



25 Year Old Outdoor Sporting Goods Ecommerce Business

Asking Price
						Accepting Offers		

Revenue: $22,523,477
Income: $2,028,466







Ecommerce



10 Year Old E-Commerce Brand w/Dominant Market Position and 30% YOY Growth

Asking Price
						$26,000,000		

Revenue: $22,000,000
Income: $5,000,000







Ec",https://quietlight.com/listings/17339742/,
QuietLight,Thriving Women’s Health Supplement Business | $5.7M SDE | 300%+ Growth | Owners Capping Growth,,"$10,873,231",,"Under Offer

Thriving Women’s Health Supplement Business | $5.7M SDE | 300%+ Growth | Owners Capping Growth

						$25,000,000		

Revenue: $10,873,231
Income: $5,706,691







Ecommerce",https://quietlight.com/listings/15960930/,
QuietLight,Shopify/Amazon Sea Moss Brand | $270K+ MRR | 90%+ Gross Margin | US Made | 30%+ Growth,,"$14,323,803",,"Under Offer

Shopify/Amazon Sea Moss Brand | $270K+ MRR | 90%+ Gross Margin | US Made | 30%+ Growth

						$5,850,000		

Revenue: $14,323,803
Income: $1,463,306







Ecommerce",https://quietlight.com/listings/12197700/,
QuietLight,Growing Shopify Health and Wellness Coffee Alternative Consumable CPG Brand | $77 AOV | $20K+ MRR,,"$2,323,920",,"Growing Shopify Health and Wellness Coffee Alternative Consumable CPG Brand | $77 AOV | $20K+ MRR

						$1,350,000		

Revenue: $2,323,920
Income: $426,262







Ecommerce",https://quietlight.com/listings/17166725/,
QuietLight,SBA Pre-Qualified: 30+ Year Porsche Performance Parts Manufacturing | Made in USA | $328K SDE,,"$655,399",,"Under Offer

SBA Pre-Qualified: 30+ Year Porsche Performance Parts Manufacturing | Made in USA | $328K SDE

						$1,150,000		

Revenue: $655,399
Income: $328,062







Ecommerce",https://quietlight.com/listings/14097773/,
QuietLight,SBA Eligible: 20-Year-Old USA Manufacturing Biz | Premium Automotive Products | 77% Gross Margins,,"$1,214,645",,"SBA Eligible: 20-Year-Old USA Manufacturing Biz | Premium Automotive Products | 77% Gross Margins

						$1,000,000		

Revenue: $1,214,645
Income: $308,338







Ecommerce",https://quietlight.com/listings/15995434/,
QuietLight,SBA Pre-Qualified Diversified Musical Instrument E-Retailer: Exclusive Relationships & Strong YoY Growth,,"$1,029,058",,"SBA Pre-Qualified Diversified Musical Instrument E-Retailer: Exclusive Relationships & Strong YoY Growth

						$757,900		

Revenue: $1,029,058
Income: $270,713







Ecommerce",https://quietlight.com/listings/16985558/,
QuietLight,Premium Cannabis Hardware Shopify Brand | $115 AOV | 30% Returning Customer Rate | Ready for Scale,,"$1,113,116",,"Premium Cannabis Hardware Shopify Brand | $115 AOV | 30% Returning Customer Rate | Ready for Scale

						$690,000		

Revenue: $1,113,116
Income: $275,543







Ecommerce",https://quietlight.com/listings/16012265/,
QuietLight,5-Year-Old Video Editing Digital Products Business | 35% TTM SDE Growth,,"$723,017",,"5-Year-Old Video Editing Digital Products Business | 35% TTM SDE Growth

						$550,000		

Revenue: $723,017
Income: $212,343







Ecommerce",https://quietlight.com/listings/17148431/,
QuietLight,6-Year-Old Drop-Ship Business Selling Japanese Goods | Strong Growth in 2025 | 32% Net Margins,,"$402,855",,"6-Year-Old Drop-Ship Business Selling Japanese Goods | Strong Growth in 2025 | 32% Net Margins

						$499,999		

Revenue: $402,855
Income: $132,309







Ecommerce",https://quietlight.com/listings/17555420/,
QuietLight,10 Year Old Amazon FBA and Shopify Nootropics Biz w/Solid Reputation & High Margins,,"$242,047",,"10 Year Old Amazon FBA and Shopify Nootropics Biz w/Solid Reputation & High Margins

						$425,000		

Revenue: $242,047
Income: $142,047







Ecommerce",https://quietlight.com/listings/16576760/,
QuietLight,Shopify Drop-Shipping | Large Pride Social Following | 200K Active Email Subscribers | $94k SDE,,"$1,004,577",,"Shopify Drop-Shipping | Large Pride Social Following | 200K Active Email Subscribers | $94k SDE

						$287,000		

Revenue: $1,004,577
Income: $94,149







Ecommerce",https://quietlight.com/listings/11515442/,
QuietLight,Premium Wristwatch Ecomm Business | 67% Net Profit Margins | Low Workload | High-Profile Collabs,,"$174,850",,"Premium Wristwatch Ecomm Business | 67% Net Profit Margins | Low Workload | High-Profile Collabs

						$280,000		

Revenue: $174,850
Income: $118,266







Ecommerce",https://quietlight.com/listings/16316699/,
QuietLight,18-Year-Old Established Custom Greeting Card Business | 60% Repeat Customer Rate | $525 AOV,,"$353,903",,"18-Year-Old Established Custom Greeting Card Business | 60% Repeat Customer Rate | $525 AOV

						$275,000		

Revenue: $353,903
Income: $99,293







Ecommerce",https://quietlight.com/listings/17329259/,
