source,name,price,revenue,profit,description,url,category
QuietLight,4-Year-Old Travel Accessories FBA Brand + Wholesale | Low Workload | Proprietary Tooling | $113K SDE,,"$601,771","$350,000","4-Year-Old Travel Accessories FBA Brand + Wholesale | Low Workload | Proprietary Tooling | $113K SDE $350,000 Revenue: $601,771 Income: $114,752 Amazon FBA",https://quietlight.com/listings/16878540/,Amazon FBA
QuietLight,Simple Amazon FBA Accounting Ledger Books Business w/23% Margins | 3.92x ROAS | Low Workload,,"$250,192",,"Simple Amazon FBA Accounting Ledger Books Business w/23% Margins | 3.92x ROAS | Low Workload $200,000 Revenue: $250,192 Income: $57,088 Amazon FBA",https://quietlight.com/listings/16921449/,Amazon FBA
QuietLight,Stable Amazon FBA Business in Seniors Niche | 85% Gross Profit Margin | Simple Operations,,"$174,526",,"Stable Amazon FBA Business in Seniors Niche | 85% Gross Profit Margin | Simple Operations $140,000 Revenue: $174,526 Income: $52,032 Amazon FBA",https://quietlight.com/listings/16944105/,Amazon FBA
QuietLight,EU-Based Amazon FBA Gardening Business | 1.9x Multiple | Low Workload | VAT Management in Place,,"$260,708",,"EU-Based Amazon FBA Gardening Business | 1.9x Multiple | Low Workload | VAT Management in Place $94,500 Revenue: $260,708 Income: $49,766 Amazon FBA",https://quietlight.com/listings/16051221/,Amazon FBA
QuietLight,"Patented FBA Pet Travel Brand | 2,700+ 4.5-Star Reviews | Proven Market Fit | Huge Growth Potential",,"$201,719",,"Patented FBA Pet Travel Brand | 2,700+ 4.5-Star Reviews | Proven Market Fit | Huge Growth Potential $80,000 Revenue: $201,719 Income: $6,757 Amazon FBA",https://quietlight.com/listings/16670865/,Amazon FBA
QuietLight,Distressed $28M Global Footwear Platform | Strategic Liquidation | 21 Channels | Recovery Ready,"$26,000,000","$28,493,004","$1,150,000","Distressed $28M Global Footwear Platform | Strategic Liquidation | 21 Channels | Recovery Ready Accepting Offers Revenue: $28,493,004 Income: $-1,500,356 Ecommerce 25 Year Old Outdoor Sporting Goods Ecommerce Business Asking Price Accepting Offers Revenue: $22,523,477 Income: $2,028,466 Ecommerce 10 Year Old E-Commerce Brand w/Dominant Market Position and",https://quietlight.com/listings/17339742/,Amazon FBA
QuietLight,Thriving Women’s Health Supplement Business | $5.7M SDE | 300%+ Growth | Owners Capping Growth,,"$10,873,231","$5,700,000","Under Offer Thriving Women’s Health Supplement Business | $5.7M SDE | 300%+ Growth | Owners Capping Growth $25,000,000 Revenue: $10,873,231 Income: $5,706,691 Ecommerce",https://quietlight.com/listings/15960930/,Ecommerce
QuietLight,SBA & Conv. PQ – $8M | 17-Yr-Old Multi-Channel Consumer Tech | YoY 24% Rev & 22% SDE Growth | 3.4x,,"$11,175,171",,"SBA & Conv. PQ – $8M | 17-Yr-Old Multi-Channel Consumer Tech | YoY 24% Rev & 22% SDE Growth | 3.4x $8,999,000 Revenue: $11,175,171 Income: $2,653,336 Ecommerce",https://quietlight.com/listings/15298647/,Ecommerce
QuietLight,Shopify/Amazon Sea Moss Brand | $270K+ MRR | 90%+ Gross Margin | US Made | 30%+ Growth,,"$14,323,803",,"Under Offer Shopify/Amazon Sea Moss Brand | $270K+ MRR | 90%+ Gross Margin | US Made | 30%+ Growth $5,850,000 Revenue: $14,323,803 Income: $1,463,306 Ecommerce",https://quietlight.com/listings/12197700/,Amazon FBA
QuietLight,Established Orthotic Insole Brand | 78% YoY Growth | 75% Gross Margin | Rising AOV | Strong Brand,,"$6,200,291",,"Established Orthotic Insole Brand | 78% YoY Growth | 75% Gross Margin | Rising AOV | Strong Brand $4,000,000 Revenue: $6,200,291 Income: $1,162,485 Ecommerce",https://quietlight.com/listings/17007115/,Ecommerce
QuietLight,5-Year-Old Established Supplements Brand | 60% Returning Customers | 4-5 Hours Weekly Management,,"$4,736,490",,"Under Offer 5-Year-Old Established Supplements Brand | 60% Returning Customers | 4-5 Hours Weekly Management $3,500,000 Revenue: $4,736,490 Income: $905,162 Ecommerce",https://quietlight.com/listings/16647116/,Ecommerce
QuietLight,2-Year-Old Drop-Shipping Fashion Brand | Evergreen Catalog | $8 Million in Revenue | Very Low Multiple,,"$8,188,826",,"2-Year-Old Drop-Shipping Fashion Brand | Evergreen Catalog | $8 Million in Revenue | Very Low Multiple $1,500,000 Revenue: $8,188,826 Income: $702,801 Ecommerce",https://quietlight.com/listings/15664017/,Ecommerce
QuietLight,Growing Shopify Health and Wellness Coffee Alternative Consumable CPG Brand | $77 AOV | $20K+ MRR,,"$2,323,920",,"Growing Shopify Health and Wellness Coffee Alternative Consumable CPG Brand | $77 AOV | $20K+ MRR $1,350,000 Revenue: $2,323,920 Income: $426,262 Ecommerce",https://quietlight.com/listings/17166725/,Ecommerce
QuietLight,SBA Pre-Qualified: 30+ Year Porsche Performance Parts Manufacturing | Made in USA | $328K SDE,,"$655,399","$1,150,000","Under Offer SBA Pre-Qualified: 30+ Year Porsche Performance Parts Manufacturing | Made in USA | $328K SDE $1,150,000 Revenue: $655,399 Income: $328,062 Ecommerce",https://quietlight.com/listings/14097773/,Ecommerce
QuietLight,SBA Eligible: 20-Year-Old USA Manufacturing Biz | Premium Automotive Products | 77% Gross Margins,,"$1,214,645",,"SBA Eligible: 20-Year-Old USA Manufacturing Biz | Premium Automotive Products | 77% Gross Margins $1,000,000 Revenue: $1,214,645 Income: $308,338 Ecommerce",https://quietlight.com/listings/15995434/,Ecommerce
QuietLight,11-Year-Old Patented Desk Treadmill Brand | SBA Eligible | Big Growth Opportunities,,"$898,759",,"Under Offer 11-Year-Old Patented Desk Treadmill Brand | SBA Eligible | Big Growth Opportunities $950,000 Revenue: $898,759 Income: $295,430 Ecommerce",https://quietlight.com/listings/16363673/,Ecommerce
QuietLight,SBA Pre-Qualified Diversified Musical Instrument E-Retailer: Exclusive Relationships & Strong YoY Growth,,"$1,029,058",,"SBA Pre-Qualified Diversified Musical Instrument E-Retailer: Exclusive Relationships & Strong YoY Growth $757,900 Revenue: $1,029,058 Income: $270,713 Ecommerce",https://quietlight.com/listings/16985558/,Ecommerce
QuietLight,Premium Cannabis Hardware Shopify Brand | $115 AOV | 30% Returning Customer Rate | Ready for Scale,,"$1,113,116",,"Premium Cannabis Hardware Shopify Brand | $115 AOV | 30% Returning Customer Rate | Ready for Scale $690,000 Revenue: $1,113,116 Income: $275,543 Ecommerce",https://quietlight.com/listings/16012265/,Ecommerce
QuietLight,Premium Snack Subscription Box Biz | US Supply Chain | 36% Repeat Customer Rate | 58% SDE Growth,,"$519,702",,"Premium Snack Subscription Box Biz | US Supply Chain | 36% Repeat Customer Rate | 58% SDE Growth $615,000 Revenue: $519,702 Income: $186,558 Ecommerce",https://quietlight.com/listings/17224025/,Ecommerce
QuietLight,"20-Year-Old Maternity Line | Evergreen Styles | Wholesale, Drop-Ship, and DTC Channels | $184k SDE",,"$812,145","$590,000","Under Offer 20-Year-Old Maternity Line | Evergreen Styles | Wholesale, Drop-Ship, and DTC Channels | $184k SDE $590,000 Revenue: $812,145 Income: $184,609 Ecommerce",https://quietlight.com/listings/15616862/,Ecommerce
QuietLight,5-Year-Old Video Editing Digital Products Business | 35% TTM SDE Growth,,"$723,017",,"5-Year-Old Video Editing Digital Products Business | 35% TTM SDE Growth $550,000 Revenue: $723,017 Income: $212,343 Ecommerce",https://quietlight.com/listings/17148431/,Ecommerce
QuietLight,6-Year-Old Drop-Ship Business Selling Japanese Goods | Strong Growth in 2025 | 32% Net Margins,,"$402,855",,"6-Year-Old Drop-Ship Business Selling Japanese Goods | Strong Growth in 2025 | 32% Net Margins $499,999 Revenue: $402,855 Income: $132,309 Ecommerce",https://quietlight.com/listings/17555420/,Ecommerce
QuietLight,"High-Margin, Premium Hemp Products | 40% Repeat Purchase Rate | YOY TTM 285% Rev & 388% SDE Growth",,"$717,530",,"Under Offer High-Margin, Premium Hemp Products | 40% Repeat Purchase Rate | YOY TTM 285% Rev & 388% SDE Growth $499,000 Revenue: $717,530 Income: $200,131 Ecommerce",https://quietlight.com/listings/15140904/,Ecommerce
QuietLight,10 Year Old Amazon FBA and Shopify Nootropics Biz w/Solid Reputation & High Margins,,"$242,047",,"10 Year Old Amazon FBA and Shopify Nootropics Biz w/Solid Reputation & High Margins $425,000 Revenue: $242,047 Income: $142,047 Ecommerce",https://quietlight.com/listings/16576760/,Amazon FBA
QuietLight,Shopify Drop-Shipping | Large Pride Social Following | 200K Active Email Subscribers | $94k SDE,,"$1,004,577","$287,000","Shopify Drop-Shipping | Large Pride Social Following | 200K Active Email Subscribers | $94k SDE $287,000 Revenue: $1,004,577 Income: $94,149 Ecommerce",https://quietlight.com/listings/11515442/,Ecommerce
QuietLight,Premium Wristwatch Ecomm Business | 67% Net Profit Margins | Low Workload | High-Profile Collabs,,"$174,850",,"Premium Wristwatch Ecomm Business | 67% Net Profit Margins | Low Workload | High-Profile Collabs $280,000 Revenue: $174,850 Income: $118,266 Ecommerce",https://quietlight.com/listings/16316699/,Ecommerce
QuietLight,18-Year-Old Established Custom Greeting Card Business | 60% Repeat Customer Rate | $525 AOV,,"$353,903",,"18-Year-Old Established Custom Greeting Card Business | 60% Repeat Customer Rate | $525 AOV $275,000 Revenue: $353,903 Income: $99,293 Ecommerce",https://quietlight.com/listings/17329259/,Ecommerce
QuietLight,Premium Pet Accessories Wholesale Brand | Celebrity Worn | 50% Net Margins | Amazon Untapped,,"$160,956",,"Premium Pet Accessories Wholesale Brand | Celebrity Worn | 50% Net Margins | Amazon Untapped $205,000 Revenue: $160,956 Income: $81,523 Ecommerce",https://quietlight.com/listings/17140416/,Amazon FBA
QuietLight,4+ Year Old SaaS Serves Thousands Of Amazon Sellers,"$10,500,000","$4,416,458",,"4+ Year Old SaaS Serves Thousands Of Amazon Sellers Asking Price $10,500,000 Revenue: $4,416,458 Income: $2,622,691 Saas Business SBA Pre-Qual | Proprietary Saas Tools for Traders, 1700 Customers, Built-in Growth, 4.8 Star Rating Asking Price $10,000,000 Revenue: $6,155,713 Income: $2,366,119 Saas Business SBA Max $5M Pre-Approval | Exploding SaaS Trading Pla",https://quietlight.com/listings/14753270/,Amazon FBA
QuietLight,SBA Pre-Qualified: 12-Year-Old SaaS Payment Platform | $186K MRR | Owner Works Minimal Hours,,"$2,398,103",,"SBA Pre-Qualified: 12-Year-Old SaaS Payment Platform | $186K MRR | Owner Works Minimal Hours $7,000,000 Revenue: $2,398,103 Income: $2,069,031 Saas Business",https://quietlight.com/listings/16590131/,SaaS
QuietLight,7-Year-Old HOA SaaS Platform | $700K ARR | 115% NRR | +78% YoY | Integrated Payments | Clear Growth,,"$515,011",,"7-Year-Old HOA SaaS Platform | $700K ARR | 115% NRR | +78% YoY | Integrated Payments | Clear Growth $4,200,000 Revenue: $515,011 Income: $344,050 Saas Business",https://quietlight.com/listings/14999261/,SaaS
QuietLight,4-Year-Old Shopify App Portfolio | 4.6% YoY SDE Growth,,"$587,982",,"Under Offer 4-Year-Old Shopify App Portfolio | 4.6% YoY SDE Growth $1,430,000 Revenue: $587,982 Income: $408,640 Saas Business",https://quietlight.com/listings/16814226/,SaaS
QuietLight,SBA Pre-Qual 10 Yr Old Real Estate Content Platform | 675K Social Following | Recurring Rev Model,,"$1,291,152",,"Under Offer SBA Pre-Qual 10 Yr Old Real Estate Content Platform | 675K Social Following | Recurring Rev Model $1,100,000 Revenue: $1,291,152 Income: $456,250 Saas Business",https://quietlight.com/listings/14524263/,SaaS
QuietLight,"12-Year-Old Mobile Safety App | 6,500 Paid Subscribers | Patented Tech | SBA Eligible",,"$215,355",,"12-Year-Old Mobile Safety App | 6,500 Paid Subscribers | Patented Tech | SBA Eligible $695,000 Revenue: $215,355 Income: $149,066 Saas Business",https://quietlight.com/listings/14264148/,SaaS
QuietLight,10-Year-Old UX Research SaaS | $263K ARR | $156K ARR In Pipeline | $724 ARPU | $11K LTV,,"$253,366",,"10-Year-Old UX Research SaaS | $263K ARR | $156K ARR In Pipeline | $724 ARPU | $11K LTV $650,000 Revenue: $253,366 Income: $189,267 Saas Business",https://quietlight.com/listings/15366300/,SaaS
QuietLight,14 Year Old Dental SaaS Business | <1% Monthly Churn | $2000+ LTV | 13% YoY Growth,,"$123,250",,"Under Offer 14 Year Old Dental SaaS Business | <1% Monthly Churn | $2000+ LTV | 13% YoY Growth $350,000 Revenue: $123,250 Income: $89,619 Saas Business",https://quietlight.com/listings/16060068/,SaaS
QuietLight,Interactive Church Livestream SaaS Platform | $1K+ Customer LTV | Sales/Marketing Experience Needed,,"$33,743",,"Interactive Church Livestream SaaS Platform | $1K+ Customer LTV | Sales/Marketing Experience Needed $50,000 Revenue: $33,743 Income: $-3,705 Saas Business",https://quietlight.com/listings/17585011/,SaaS
BizBuySell,"Auto Part Company W/Full Websites, Ebay, Amazon, Walmart.com StoresBoulder County, CO Established eCommerce/small warehouse/contract manufacturing business with multiple successful products and stores",,"$886,000","$50,000","Auto Part Company W/Full Websites, Ebay, Amazon, Walmart.com StoresBoulder County, CO Established eCommerce/small warehouse/contract manufacturing business with multiple successful products and stores. Extremely scalable and easily expandable to over 1.5MM in sales if you have the...$250,000 Cash Flow: $50,0004$250,000Cash Flow: $50,000ContactProfitable Amazon FBA Beauty Brand with Amazon’s Choice",https://www.bizbuysell.com/business-opportunity/auto-part-company-w-full-websites-ebay-amazon-walmart-com-stores/2063617/,Amazon FBA
BizBuySell,Register to Bid,,,,"AuctionVersatile Condo in Jack London SquareOakland, CA Online auction: July 14-16, 2025 Minutes from I-880 and Downtown Oakland Zoned for retail, office, or live-work use$400,000 starting bid37Starting bid: $400,000 AuctionREAL ESTATE INCLUDEDRegister to Bid",https://www.ten-x.com/listing/283-4th-st-oakland-ca-94607/35895708/?utm_source=BizBuySell&utm_medium=DigitalPublisher&utm_campaign=SRPPlacardRegToBid-AssetMarketing-NA-NA&utm_content=SIID0000-PID0002-NON-0000-NA-TID0000,General Business
BizBuySell,See More Franchises,,,,"FranchiseProperty Management IncAvailable in Multiple Locations Making property management manageable.$50,000 $50,000FranchiseSee More Franchises",https://www.bizbuysell.com/franchise-for-sale/business-services-franchise/,General Business
Investors,SponsoredDone-for-you A.I. Leveraged Branded Shopify Store,,,,SponsoredDone-for-you A.I. Leveraged Branded Shopify Store,https://investors.club/partner/61380-aicommerce-co,General Business
Investors,Managed by Broker,"$5,440,000","$1,900,000","$435,908","Default Order Newest Listings Oldest Listings Alphabetically Featured Managed by Broker Vegan Notebook eCommerce Business Amazon, Ecommerce Asking Price $5,440,000 Cash Flow, Established, Internet, Profitable",https://investors.club/business/brokered/,Amazon FBA
Investors,Vegan Notebook eCommerce Business,,,,"Vegan Notebook eCommerce Business Amazon, Ecommerce",https://investors.club/listing/56873-sustainability-focused-notebooks-ecommerce-brand/,Amazon FBA
Investors,Amazon FBA Incense Brand,,,,"Amazon FBA Incense Brand Amazon, Ecommerce",https://investors.club/listing/60671-amazon-fba-incense-brand/,Amazon FBA
Investors,Established,,,"$8,120","Established, Home Based, Internet, Profitable This U.S.-focused Amazon FBA business sells private-label incense products and operates with approximately 35% net profit margins. Launched in 2021, it requires around 14 hours per week to manage inventory, reorders, and basic PPC, and is fully brand registered on Amazon. The business is owner-operated with no employees, l",https://investors.club/business/established/,Amazon FBA
Investors,Home Improvement Amazon FBA Business,,,,Home Improvement Amazon FBA Business Amazon,https://investors.club/listing/60452-home-improvement-amazon-fba-business/,Amazon FBA
Investors,Pickleball Business,,,,"Pickleball Business Amazon, Ecommerce",https://investors.club/listing/58379-pickleball-business/,Amazon FBA
Investors,Home Based,,,"$4,700","Home Based, Internet, Profitable, Turnkey This Amazon FBA business sells private label pickleball gear. The business shows strong seasonal performance in December. Primary costs are Amazon platform fees and advertising, and capital constraints have limited further investment in inventory and growth initiatives. Industry Sport, Fitness & Outdoor",https://investors.club/business/home-based/,Amazon FBA
WebsiteProperties,Patented Innovative Camouflage Products Ecommerce Business,"$200,000",,"$59,313","Current! Patented Innovative Camouflage Products Ecommerce Business Amazon in Retail Outdoor Equipment Home Based Business Opportunity Business Overview This business is THE one-stop shop for all things camouflage. From cutting-edge patterns to durable, high-performance gear, they have everything needed to stay hidden and comfortable in the wild. Family owned and operated, the brand is s",https://websiteproperties.com/websites/13769-patented-innovative-camouflage-products-ecommerce-business/,Amazon FBA
WebsiteProperties,Thriving Amazon FBA Wellness & Performance Brand | 39% YoY Sales Growth | 56% NP Margin,"$980,000",,"$290,115",Current! Thriving Amazon FBA Wellness & Performance Brand | 39% YoY Sales Growth | 56% NP Margin Amazon in Medical Devices Seller Financing Available Home Based Business Opportunity Business Overview This 10-year-old wellness brand was created out of a deep passion for personal development and helping people feel and perform at their best. The founder envisioned a product that would combine,https://websiteproperties.com/websites/13776-thriving-amazon-fba-wellness-performance-brand-39-yoy-sales-growth-56-np-margin/,Amazon FBA
WebsiteProperties,Amazon FBA Sports Accessories Business with High AOV,"$695,000",,"$197,700",Current! Amazon FBA Sports Accessories Business with High AOV Amazon in Sporting Goods Seller Financing Available Home Based Business Opportunity Business Overview This 8 year old business is a cutting-edge sports accessory business specializing in innovative wristbands designed to enhance on-field performance for athletes and coaches. Sales are 100% Amazon FBA across 60 SKUs earning the bu,https://websiteproperties.com/websites/13779-amazon-fba-sports-accessories-business-with-high-aov/,Amazon FBA
WebsiteProperties,"FBA Popular Socks and Shoe Brands, Candy Sales, and Fulfillment Operations","$4,725,000",,"$1,174,532","Current! FBA Popular Socks and Shoe Brands, Candy Sales, and Fulfillment Operations Amazon in Consumer Goods Seller Financing Available With its impressive growth trajectory and steadily increasing cash flow, this opportunity is a niche e-commerce company specializing in high-quality brand name socks, shoes, and apparel, offering both brand name third-party and exclusive brand name items. I",https://websiteproperties.com/websites/13767-fba-popular-socks-and-shoe-brands-candy-sales-and-fulfillment-operations/,Amazon FBA
WebsiteProperties,Sticking With Success - Great Business Opportunity in the Growing Diabetes Market,"$4,400,000",,"$1,461,722","Current! Sticking With Success - Great Business Opportunity in the Growing Diabetes Market Amazon in Consumer Goods Home Based Business Opportunity This opportunity’s trademarked products have the exclusive feature of holding diabetic sensors in place without sticking to the sensor itself. The patches are sold through their website, Amazon FBA, and have achieved distribution in brick-and-m",https://websiteproperties.com/websites/13755-sticking-with-success-great-business-opportunity-in-the-growing-diabetes-market/,Amazon FBA
WebsiteProperties,Patented Amazon Brand Neck Pain Relief Product / FDA Approved,"$895,000",,"$212,711","Current! Patented Amazon Brand Neck Pain Relief Product / FDA Approved Amazon in Health, Wellness and Fitness Seller Financing Available Home Based Business Opportunity The Opportunity This is a rare opportunity to acquire a well-established and widely recognized brand that primarily operates through Amazon FBA, anchored by strong intellectual property—including a patented, FDA-approved pro",https://websiteproperties.com/websites/13763-patented-amazon-brand-neck-pain-relief-product-fda-approved/,Amazon FBA
WebsiteProperties,Royalty Rights for Trademarked and Patented Brand Neck Pain Relief Product,"$1,150,000",,"$337,355","Recently Sold! Royalty Rights for Trademarked and Patented Brand Neck Pain Relief Product Amazon in Health, Wellness and Fitness Seller Financing Available Home Based Business Opportunity Opportunity This is an opportunity to acquire ownership of this leading brand and its other related assets along with the Royalty Rights to the branded products sales. Under the current arrangement, this i",https://websiteproperties.com,Amazon FBA
